Sample ID,WWTP ID,SiteID,Site Name,Sampling Date,Latitude,Longitude,City Name,Country/Region,Continent,Climate typea,Annual average,Annual mean of daily maximum,Annual mean of daily minimum,Sampling month average,Sampling moment,Annual,Sampling month,GDP per capita (dollars),City population,Year of plant build,Designed capacity (m3/d),Actual Inf rate (m3/d),Volume of aeration tanks (m3),Plant,Aeration tank,SRT (d),General type ,Detailed type,Nitrification,Denitrification,Aerator type,BOD (mg/l) Inf,BOD (mg/l) inf/(1+recycle ratio),BOD (mg/l) Aeration tank inf,BOD (mg/l) Eff,COD (mg/l) Inf,COD (mg/l) Inf/(1+recycle ratio),COD (mg/l) Aeration tank inf,COD (mg/l) Eff,F/M (kg BOD/kg MLSS-d),NH4-N (mg/l) Inf,NH4-N (mg/l) Aeration tank inf,NH4-N (mg/l) Eff,TN (mg/l) Inf,TN (mg/l) Aeration tank inf,TN (mg/l) Eff,TP (mg/l) Inf,TP (mg/l) Aeration tank inf,TP (mg/l) Eff,Contained in Inf?,Percentage,MLSS (mg/l),DO (mg/l),pH,Mixed liquid temperature (oC),Conductivity (μS/cm),NH4-N (mg/l),NO3-N (mg/l),SVI (ml/g),Unnamed: 0,Sample ID,Sampling month average,Sampling month,SRTd,COD,NH4N,TP,Gammaproteobacteria,Bacteroidia,Unclassified,Alphaproteobacteria,Others,Clostridia,Anaerolineae,Parcubacteria,Polyangia,Planctomycetes,Verrucomicrobiae,Bdellovibrionia,Chlamydiae,Oligoflexia,Phycisphaerae,Gracilibacteria,Actinobacteria,Bacilli,Microgenomatia,Babeliae,ABY1,Saccharimonadia,Acidimicrobiia,Omnitrophia,Cyanobacteriia,Acidobacteriae,Myxococcia,Nanoarchaeia,Thermoleophilia,Blastocatellia,OM190,Spirochaetia,Nitrospiria,Chloroflexia,Kiritimatiellae,Ignavibacteria,Desulfuromonadia,Campylobacteria,Gemmatimonadetes,Vicinamibacteria,Fimbriimonadia,Vampirivibrionia,Desulfovibrionia,Negativicutes,Holophagae,Leptospirae,metagenome,Kapabacteria,Lineage IIb,Desulfobacteria,Hydrogenedentia
CNDL1BC,CNDL1,CNDL,Dalian,2014-07-09,38.877748,121.628641,Dalian,China,Asia,Dwa,12.22222222,28.88888889,-7.777777778,24.28,,625.0,170.0,33568.0,5922400.0,2001.0,10000.0,7304.0,4109.0,24.0,20.0,30.0,plug flow,Plug flow,Yes,Yes,,105.0,,,2.0,159.0,,,18.8,0.018972091,13.0,,0.23,19.5,,7.47,2.9,,0.77,No,0.0,2165.0,5.3,6.49,20.8,3880.0,,,,140.0,CNDL1BC,24.28,170.0,30.0,159.0,13.0,2.9,51.15234375,9.94921875,0.94140625,6.73046875,0.94140625,1.39453125,1.515625,0.05078125,1.79296875,2.16796875,0.85546875,0.6953125,0.3984375,0.28515625,1.140625,0.15234375,4.33984375,0.265625,0.03125,0.04296875,0.03515625,0.06640625,0.90234375,0.00390625,0.0078125,0.10546875,0.078125,0.0078125,0.890625,0.0625,0.5390625,0.2578125,1.26953125,0.1328125,0.17578125,2.04296875,0.25,0.14453125,6.9609375,0.296875,0.0625,0.08984375,0.31640625,0.0078125,0.0703125,0.15234375,0.11328125,0.0234375,0.0,0.04296875,0.046875
CNDL2AA,CNDL2,CNDL,Dalian,2014-07-06,38.865825,121.535915,Dalian,China,Asia,Dwa,12.22222222,28.88888889,-7.777777778,24.28,,625.0,170.0,33568.0,5922400.0,2006.0,60000.0,60000.0,45356.0,,,20.0,SBR,SBR,Yes,Yes,,80.0,54.16666667,,3.5,340.0,283.3333333,,23.0,,20.0,20.0,,32.5,32.5,,3.0,3.0,,Yes,0.25,4000.0,1.67,6.8,20.1,895.0,,,,141.0,CNDL2AA,24.28,170.0,20.0,340.0,20.0,3.0,46.390625,39.64453125,0.3515625,4.28515625,0.30078125,1.421875,0.15625,0.140625,0.4140625,0.23046875,0.77734375,0.14453125,0.00390625,0.125,0.0078125,0.05078125,0.55859375,1.2109375,0.01171875,0.3359375,0.0,0.0234375,0.91796875,0.0,0.0,0.07421875,0.0078125,0.0,0.02734375,0.23046875,0.0,0.078125,0.0390625,0.0234375,0.03125,0.06640625,0.03515625,0.7578125,0.24609375,0.0,0.00390625,0.00390625,0.08984375,0.33203125,0.2421875,0.00390625,0.01171875,0.1640625,0.0,0.0,0.02734375
CNDL2AB,CNDL2,CNDL,Dalian,2014-07-06,38.865825,121.535915,Dalian,China,Asia,Dwa,12.22222222,28.88888889,-7.777777778,24.28,,625.0,170.0,33568.0,5922400.0,2006.0,60000.0,60000.0,45356.0,,,20.0,SBR,SBR,Yes,Yes,,80.0,54.16666667,,3.5,340.0,283.3333333,,23.0,,20.0,20.0,,32.5,32.5,,3.0,3.0,,Yes,0.25,4000.0,1.56,6.78,21.7,874.0,,,,142.0,CNDL2AB,24.28,170.0,20.0,340.0,20.0,3.0,46.46875,43.61328125,0.078125,2.8828125,0.2890625,0.69140625,0.1328125,0.18359375,0.3046875,0.17578125,0.62109375,0.07421875,0.0078125,0.10546875,0.0,0.03125,0.53125,0.75390625,0.0078125,0.2109375,0.00390625,0.0,1.03515625,0.0,0.00390625,0.015625,0.0,0.0,0.01953125,0.08203125,0.0,0.03125,0.015625,0.015625,0.015625,0.0390625,0.01171875,0.5703125,0.44921875,0.0,0.0,0.00390625,0.0234375,0.12890625,0.20703125,0.00390625,0.0,0.14453125,0.0,0.00390625,0.01171875
CNDL2AC,CNDL2,CNDL,Dalian,2014-07-06,38.865825,121.535915,Dalian,China,Asia,Dwa,12.22222222,28.88888889,-7.777777778,24.28,,625.0,170.0,33568.0,5922400.0,2006.0,60000.0,60000.0,45356.0,,,20.0,SBR,SBR,Yes,Yes,,80.0,54.16666667,,3.5,340.0,283.3333333,,23.0,,20.0,20.0,,32.5,32.5,,3.0,3.0,,Yes,0.25,4000.0,1.51,6.66,20.7,902.0,,,,143.0,CNDL2AC,24.28,170.0,20.0,340.0,20.0,3.0,42.17578125,48.26953125,0.16015625,2.8046875,0.234375,0.62890625,0.11328125,0.16796875,0.33984375,0.19921875,0.68359375,0.1171875,0.0,0.11328125,0.0,0.0234375,0.3671875,0.703125,0.01171875,0.2734375,0.0,0.01953125,0.828125,0.00390625,0.0,0.0234375,0.0,0.0,0.01171875,0.14453125,0.0,0.01953125,0.015625,0.02734375,0.01171875,0.05078125,0.0234375,0.5625,0.328125,0.0,0.0,0.0,0.015625,0.1484375,0.203125,0.0078125,0.0,0.15234375,0.0,0.0,0.015625
CNDL2BA,CNDL2,CNDL,Dalian,2014-07-06,38.865825,121.535915,Dalian,China,Asia,Dwa,12.22222222,28.88888889,-7.777777778,24.28,,625.0,170.0,33568.0,5922400.0,2006.0,60000.0,60000.0,45356.0,,,20.0,SBR,SBR,Yes,Yes,,80.0,54.16666667,,3.5,340.0,283.3333333,,23.0,,,,,,,,,,,Yes,0.25,4000.0,1.86,7.1,24.0,838.0,,,,144.0,CNDL2BA,24.28,170.0,20.0,340.0,,,31.62109375,55.7109375,0.19140625,2.41015625,0.3125,0.97265625,0.12890625,0.55078125,0.37109375,0.31640625,1.1875,0.1484375,0.0078125,0.05859375,0.0078125,0.03515625,0.57421875,0.91796875,0.0078125,0.1953125,0.0,0.0234375,1.26171875,0.00390625,0.00390625,0.0390625,0.0,0.00390625,0.05859375,0.41015625,0.0,0.04296875,0.01171875,0.0390625,0.0078125,0.11328125,0.0078125,1.28125,0.39453125,0.0,0.0,0.0,0.046875,0.2265625,0.13671875,0.01171875,0.0078125,0.09765625,0.0,0.00390625,0.0390625
CNDL2BB,CNDL2,CNDL,Dalian,2014-07-06,38.865825,121.535915,Dalian,China,Asia,Dwa,12.22222222,28.88888889,-7.777777778,24.28,,625.0,170.0,33568.0,5922400.0,2006.0,60000.0,60000.0,45356.0,,,20.0,SBR,SBR,Yes,Yes,,80.0,54.16666667,,3.5,340.0,283.3333333,,23.0,,,,,,,,,,,Yes,0.25,4000.0,2.48,7.24,20.5,832.0,,,,145.0,CNDL2BB,24.28,170.0,20.0,340.0,,,40.86328125,48.34765625,0.2578125,2.40234375,0.2421875,0.9453125,0.14453125,0.43359375,0.37890625,0.19140625,1.0,0.15625,0.01953125,0.046875,0.00390625,0.04296875,0.34375,0.70703125,0.00390625,0.25390625,0.0078125,0.0078125,0.62109375,0.0,0.0078125,0.0546875,0.00390625,0.0,0.015625,0.5625,0.00390625,0.0546875,0.02734375,0.01953125,0.01953125,0.0703125,0.01953125,0.84375,0.28125,0.0,0.0,0.0,0.0625,0.18359375,0.140625,0.015625,0.0234375,0.12890625,0.0,0.0,0.0390625
CNDL2BC,CNDL2,CNDL,Dalian,2014-07-06,38.865825,121.535915,Dalian,China,Asia,Dwa,12.22222222,28.88888889,-7.777777778,24.28,,625.0,170.0,33568.0,5922400.0,2006.0,60000.0,60000.0,45356.0,,,20.0,SBR,SBR,Yes,Yes,,80.0,54.16666667,,3.5,340.0,283.3333333,,23.0,,,,,,,,,,,Yes,0.25,4000.0,3.4,7.28,20.7,831.0,,,,146.0,CNDL2BC,24.28,170.0,20.0,340.0,,,42.73046875,45.78515625,0.34375,2.3359375,0.3515625,0.9375,0.16015625,0.640625,0.42578125,0.1953125,1.01953125,0.10546875,0.0,0.05859375,0.0078125,0.0546875,0.3359375,0.84375,0.00390625,0.21875,0.0,0.0,0.69921875,0.0078125,0.00390625,0.03125,0.0,0.0078125,0.02734375,0.5234375,0.00390625,0.0703125,0.015625,0.01171875,0.01171875,0.0703125,0.015625,1.0,0.29296875,0.00390625,0.0,0.00390625,0.08203125,0.21875,0.1484375,0.02734375,0.01953125,0.09375,0.0,0.0,0.0546875
CNHB3A,CNHB3,CNHB,Haerbin,2014-07-09,45.816232,126.71125,Haerbin,China,Asia,Dwa,4.444444444,27.77777778,-26.66666667,23.11,,562.0,163.0,12865.0,9943000.0,2003.0,162500.0,160000.0,69638.0,,,,plug flow,Plug flow,Yes,Yes,,220.0,125.7142857,,,350.0,200.0,,,0.050587585,,,,,,,,,,No,0.0,9992.0,0.05,6.96,20.1,807.0,,,,147.0,CNHB3A,23.11,163.0,,350.0,,,19.6953125,35.78125,1.2265625,5.44921875,2.515625,2.16796875,4.9453125,0.65625,3.66015625,0.890625,1.3359375,0.46484375,0.5,0.5,0.3984375,0.4609375,3.05078125,0.7265625,0.2578125,0.0859375,0.08203125,0.703125,2.484375,0.00390625,0.01953125,0.33984375,0.515625,0.00390625,0.8515625,1.76953125,0.78125,0.08203125,0.92578125,0.15234375,0.01953125,2.21484375,0.1484375,0.12890625,1.19140625,0.62890625,0.19140625,0.0390625,0.08203125,0.15234375,1.05078125,0.07421875,0.1875,0.21875,0.09765625,0.00390625,0.0859375
CNHB3B,CNHB3,CNHB,Haerbin,2014-07-09,45.816232,126.71125,Haerbin,China,Asia,Dwa,4.444444444,27.77777778,-26.66666667,23.11,,562.0,163.0,12865.0,9943000.0,2003.0,162500.0,160000.0,69638.0,,,,plug flow,Plug flow,Yes,Yes,,220.0,125.7142857,,,350.0,200.0,,,0.050587585,,,,,,,,,,No,0.0,9992.0,0.29,6.96,20.6,716.0,,,,148.0,CNHB3B,23.11,163.0,,350.0,,,20.203125,35.95703125,1.4140625,5.58203125,2.296875,2.078125,4.73046875,0.61328125,3.25390625,0.8046875,1.3046875,0.48828125,0.46484375,0.44140625,0.37890625,0.44921875,3.11328125,0.77734375,0.2578125,0.08984375,0.0625,0.7890625,2.125,0.015625,0.0078125,0.29296875,0.48828125,0.00390625,0.87109375,1.80859375,0.7109375,0.0859375,0.86328125,0.15234375,0.05078125,2.62890625,0.125,0.05859375,1.2265625,0.53515625,0.203125,0.05859375,0.02734375,0.109375,1.3125,0.08203125,0.1953125,0.15234375,0.09765625,0.00390625,0.15625
CNHB3C,CNHB3,CNHB,Haerbin,2014-07-09,45.816232,126.71125,Haerbin,China,Asia,Dwa,4.444444444,27.77777778,-26.66666667,23.11,,562.0,163.0,12865.0,9943000.0,2003.0,162500.0,160000.0,69638.0,,,,plug flow,Plug flow,Yes,Yes,,220.0,125.7142857,,,350.0,200.0,,,0.050587585,,,,,,,,,,No,0.0,9992.0,0.15,6.96,21.1,654.0,,,,149.0,CNHB3C,23.11,163.0,,350.0,,,25.4765625,35.46875,1.2890625,5.19921875,1.97265625,1.39453125,3.71484375,0.5703125,3.96875,0.49609375,0.98828125,0.59765625,0.390625,0.5078125,0.48046875,0.30859375,2.12890625,0.58984375,0.17578125,0.08984375,0.046875,0.55078125,1.75390625,0.0078125,0.01171875,0.3671875,0.63671875,0.0078125,0.65234375,1.2421875,0.7265625,0.08984375,1.1484375,0.06640625,0.04296875,2.03125,0.17578125,0.1171875,1.4765625,0.58984375,0.15234375,0.08984375,0.03125,0.08984375,1.4140625,0.1015625,0.22265625,0.1875,0.0625,0.0,0.09765625
CNHB4A,CNHB3,CNHB,Haerbin,2014-07-09,45.816232,126.71125,Haerbin,China,Asia,Dwa,4.444444444,27.77777778,-26.66666667,23.11,,562.0,163.0,12865.0,9943000.0,2003.0,162500.0,160000.0,69638.0,,,,plug flow,Plug flow,Yes,Yes,,220.0,125.7142857,,,350.0,200.0,,,0.050587585,,,,,,,,,,No,0.0,9992.0,0.05,6.96,20.1,807.0,,,,150.0,CNHB4A,23.11,163.0,,350.0,,,18.328125,37.16015625,1.16796875,5.59375,2.62109375,2.4765625,5.1171875,0.60546875,3.56640625,0.8046875,1.08984375,0.4609375,0.5234375,0.421875,0.3359375,0.4140625,3.1328125,0.84375,0.2578125,0.08203125,0.0546875,0.59375,2.2734375,0.0078125,0.015625,0.359375,0.50390625,0.0078125,1.09375,1.68359375,0.63671875,0.07421875,0.86328125,0.09375,0.04296875,1.9375,0.12890625,0.3125,1.42578125,0.77734375,0.1875,0.0546875,0.046875,0.23828125,0.94140625,0.05859375,0.203125,0.15625,0.08203125,0.00390625,0.13671875
CNHB4B,CNHB3,CNHB,Haerbin,2014-07-09,45.816232,126.71125,Haerbin,China,Asia,Dwa,4.444444444,27.77777778,-26.66666667,23.11,,562.0,163.0,12865.0,9943000.0,2003.0,162500.0,160000.0,69638.0,,,,plug flow,Plug flow,Yes,Yes,,220.0,125.7142857,,,350.0,200.0,,,0.050587585,,,,,,,,,,No,0.0,9992.0,0.29,6.96,20.6,716.0,,,,151.0,CNHB4B,23.11,163.0,,350.0,,,20.76171875,33.22265625,1.44921875,5.453125,2.40625,1.8671875,4.9375,0.70703125,4.1875,0.88671875,1.30859375,0.625,0.50390625,0.5546875,0.51171875,0.51171875,2.9765625,0.81640625,0.265625,0.0859375,0.07421875,0.63671875,2.546875,0.01171875,0.03125,0.34765625,0.56640625,0.01171875,1.0234375,1.39453125,0.90234375,0.1015625,1.0078125,0.10546875,0.0390625,1.84375,0.22265625,0.18359375,1.80859375,0.6484375,0.18359375,0.12109375,0.046875,0.15234375,1.19140625,0.10546875,0.23828125,0.19140625,0.08203125,0.0,0.140625
CNHB4C,CNHB3,CNHB,Haerbin,2014-07-09,45.816232,126.71125,Haerbin,China,Asia,Dwa,4.444444444,27.77777778,-26.66666667,23.11,,562.0,163.0,12865.0,9943000.0,2003.0,162500.0,160000.0,69638.0,,,,plug flow,Plug flow,Yes,Yes,,220.0,125.7142857,,,350.0,200.0,,,0.050587585,,,,,,,,,,No,0.0,9992.0,0.15,6.96,21.1,654.0,,,,152.0,CNHB4C,23.11,163.0,,350.0,,,18.4375,36.84375,1.1953125,6.125,2.45703125,2.3671875,4.55078125,0.578125,4.06640625,0.9140625,1.19921875,0.48828125,0.56640625,0.53515625,0.33984375,0.39453125,3.09375,0.734375,0.22265625,0.05859375,0.0546875,0.734375,2.16796875,0.00390625,0.015625,0.3046875,0.53515625,0.01953125,0.87890625,1.765625,0.6875,0.08984375,0.6171875,0.18359375,0.05859375,2.3125,0.1640625,0.06640625,1.2734375,0.4765625,0.22265625,0.06640625,0.0546875,0.15234375,1.1796875,0.08984375,0.30859375,0.1640625,0.0703125,0.00390625,0.109375
CNHB5A,CNHB4,CNHB,Haerbin,2014-07-09,45.815328,126.715107,Haerbin,China,Asia,Dwa,4.444444444,27.77777778,-26.66666667,23.11,,562.0,163.0,12865.0,9943000.0,2005.0,325000.0,,546729.0,,,,plug flow,Plug flow,,,,220.0,,,,420.0,,,75.0,,,,,,,,,,,Yes,,9796.0,0.72,6.86,19.8,691.0,,,,153.0,CNHB5A,23.11,163.0,,420.0,,,21.3828125,35.55078125,1.17578125,4.84765625,2.57421875,1.47265625,5.46484375,0.77734375,4.73046875,0.59375,1.17578125,0.5546875,0.359375,0.484375,0.51953125,0.42578125,2.66796875,0.53515625,0.2734375,0.07421875,0.046875,0.640625,2.29296875,0.0234375,0.01953125,0.31640625,0.59375,0.01171875,1.02734375,0.85546875,0.93359375,0.109375,0.5546875,0.04296875,0.06640625,1.57421875,0.2109375,0.1171875,2.015625,0.64453125,0.1484375,0.046875,0.046875,0.109375,1.1953125,0.06640625,0.22265625,0.19921875,0.12109375,0.00390625,0.1015625
CNHB5B,CNHB4,CNHB,Haerbin,2014-07-09,45.815328,126.715107,Haerbin,China,Asia,Dwa,4.444444444,27.77777778,-26.66666667,23.11,,562.0,163.0,12865.0,9943000.0,2005.0,325000.0,,546729.0,,,,plug flow,Plug flow,,,,220.0,,,,420.0,,,75.0,,,,,,,,,,,Yes,,9796.0,5.18,6.86,20.9,623.0,,,,154.0,CNHB5B,23.11,163.0,,420.0,,,20.7109375,37.9375,1.2109375,4.73828125,2.234375,1.20703125,4.21875,0.66796875,4.9765625,0.57421875,1.13671875,0.59375,0.3984375,0.54296875,0.5,0.43359375,2.2109375,0.5,0.3046875,0.08984375,0.07421875,0.59375,1.83203125,0.00390625,0.00390625,0.2578125,0.515625,0.01171875,0.66796875,1.21875,0.984375,0.109375,0.953125,0.05859375,0.0546875,1.74609375,0.2421875,0.12890625,2.15234375,0.61328125,0.19921875,0.10546875,0.02734375,0.09375,1.40234375,0.09765625,0.1953125,0.234375,0.09765625,0.01171875,0.125
CNHB5C,CNHB4,CNHB,Haerbin,2014-07-09,45.815328,126.715107,Haerbin,China,Asia,Dwa,4.444444444,27.77777778,-26.66666667,23.11,,562.0,163.0,12865.0,9943000.0,2005.0,325000.0,,546729.0,,,,plug flow,Plug flow,,,,220.0,,,,420.0,,,75.0,,,,,,,,,,,Yes,,9796.0,1.4,6.86,21.2,627.0,,,,155.0,CNHB5C,23.11,163.0,,420.0,,,21.05859375,35.87890625,1.3125,5.12890625,2.56640625,1.328125,4.671875,0.77734375,5.05078125,0.6328125,1.13671875,0.60546875,0.359375,0.58984375,0.515625,0.53515625,2.0390625,0.40625,0.2578125,0.0546875,0.0859375,0.59765625,1.67578125,0.015625,0.01953125,0.33203125,0.671875,0.01171875,0.73046875,1.6328125,0.765625,0.12890625,0.84375,0.1015625,0.07421875,1.8125,0.19921875,0.078125,1.8984375,0.74609375,0.21484375,0.08203125,0.02734375,0.08984375,1.45703125,0.1015625,0.22265625,0.1796875,0.15625,0.0078125,0.1328125
CNHB6A,CNHB4,CNHB,Haerbin,2014-07-09,45.815328,126.715107,Haerbin,China,Asia,Dwa,4.444444444,27.77777778,-26.66666667,23.11,,562.0,163.0,12865.0,9943000.0,2005.0,325000.0,,546729.0,,,,plug flow,Plug flow,,,,220.0,,,,420.0,,,75.0,,,,,,,,,,,Yes,,9796.0,0.6,6.8,19.4,762.0,,,,156.0,CNHB6A,23.11,163.0,,420.0,,,19.375,37.98828125,1.32421875,5.50390625,2.26171875,2.1796875,4.171875,0.7421875,3.66796875,0.7421875,1.0703125,0.6171875,0.48828125,0.5546875,0.44140625,0.55078125,2.28515625,0.7109375,0.2578125,0.0859375,0.0859375,0.80859375,1.88671875,0.015625,0.0078125,0.38671875,0.49609375,0.015625,0.6640625,1.92578125,0.7890625,0.08203125,0.69921875,0.08984375,0.0625,2.109375,0.13671875,0.1484375,1.4453125,0.484375,0.38671875,0.07421875,0.03515625,0.1953125,1.2421875,0.04296875,0.33203125,0.15234375,0.0625,0.00390625,0.11328125
CNHB6B,CNHB4,CNHB,Haerbin,2014-07-09,45.815328,126.715107,Haerbin,China,Asia,Dwa,4.444444444,27.77777778,-26.66666667,23.11,,562.0,163.0,12865.0,9943000.0,2005.0,325000.0,,546729.0,,,,plug flow,Plug flow,,,,220.0,,,,420.0,,,75.0,,,,,,,,,,,Yes,,9796.0,0.4,6.8,19.8,669.0,,,,157.0,CNHB6B,23.11,163.0,,420.0,,,21.390625,37.67578125,1.328125,5.5234375,2.44921875,1.62109375,3.91796875,0.77734375,4.26171875,0.66015625,1.1015625,0.57421875,0.4453125,0.578125,0.390625,0.6171875,1.49609375,0.49609375,0.2890625,0.1015625,0.0859375,0.73828125,1.16796875,0.0078125,0.0078125,0.359375,0.47265625,0.01171875,0.5234375,1.8828125,0.703125,0.09765625,0.88671875,0.0546875,0.0625,2.31640625,0.15625,0.15625,1.25390625,0.56640625,0.3515625,0.109375,0.0390625,0.1953125,1.23046875,0.1171875,0.26171875,0.23046875,0.08203125,0.01171875,0.1640625
CNHB6C,CNHB4,CNHB,Haerbin,2014-07-09,45.815328,126.715107,Haerbin,China,Asia,Dwa,4.444444444,27.77777778,-26.66666667,23.11,,562.0,163.0,12865.0,9943000.0,2005.0,325000.0,,546729.0,,,,plug flow,Plug flow,,,,220.0,,,,420.0,,,75.0,,,,,,,,,,,Yes,,9796.0,4.04,6.8,20.4,644.0,,,,158.0,CNHB6C,23.11,163.0,,420.0,,,27.6875,31.23046875,1.1953125,5.62109375,2.44140625,1.62109375,4.03125,0.5703125,3.71875,0.57421875,0.9453125,0.61328125,0.44140625,0.390625,0.42578125,0.30078125,2.50390625,0.578125,0.15625,0.09765625,0.0703125,0.578125,1.74609375,0.0078125,0.01953125,0.37109375,0.48828125,0.00390625,1.015625,1.26171875,0.61328125,0.1171875,1.15234375,0.08203125,0.05078125,2.43359375,0.1953125,0.14453125,1.46875,0.703125,0.19921875,0.0703125,0.04296875,0.08984375,1.23046875,0.09375,0.23046875,0.1640625,0.1015625,0.0,0.109375
CNHB7A,CNHB5,CNHB,Haerbin,2014-07-09,45.757873,126.754415,Haerbin,China,Asia,Dwa,4.444444444,27.77777778,-26.66666667,23.11,,562.0,163.0,12865.0,9943000.0,2008.0,70000.0,,,25.0,16.0,,plug flow,Plug flow,Yes,Yes,,,,,,,,,,,,,,,,,,,,No,0.0,5854.0,0.71,7.27,23.0,935.0,,,,159.0,CNHB7A,23.11,163.0,,,,,19.6953125,20.10546875,5.95703125,9.1875,3.984375,3.0390625,5.33984375,1.40625,2.86328125,2.41015625,0.9375,1.0703125,3.34375,0.42578125,1.515625,0.21484375,0.80859375,0.7890625,0.2734375,0.18359375,0.1953125,0.79296875,1.56640625,0.05859375,0.09375,0.33984375,0.2890625,0.2265625,1.953125,1.20703125,1.0,0.01953125,0.30078125,0.25,0.37109375,1.671875,0.2890625,0.16796875,2.21484375,1.0546875,0.43359375,0.22265625,0.046875,0.09375,0.15625,0.21484375,0.2890625,0.796875,0.0390625,0.00390625,0.08984375
CNHB7B,CNHB5,CNHB,Haerbin,2014-07-09,45.757873,126.754415,Haerbin,China,Asia,Dwa,4.444444444,27.77777778,-26.66666667,23.11,,562.0,163.0,12865.0,9943000.0,2008.0,70000.0,,,25.0,16.0,,plug flow,Plug flow,Yes,Yes,,,,,,,,,,,,,,,,,,,,No,0.0,5854.0,6.54,7.27,23.1,925.0,,,,160.0,CNHB7B,23.11,163.0,,,,,18.98828125,22.34765625,5.515625,9.13671875,4.8046875,2.5546875,4.91015625,1.15625,1.9453125,2.19140625,0.7109375,0.64453125,3.015625,0.28515625,1.45703125,0.25,0.8046875,0.61328125,0.1875,0.12890625,0.1328125,0.890625,2.3046875,0.02734375,0.0234375,0.28515625,0.20703125,0.12890625,2.96484375,1.453125,0.82421875,0.0234375,0.296875,0.26171875,0.19921875,1.98046875,0.16015625,0.0390625,2.984375,1.36328125,0.55859375,0.05078125,0.01171875,0.01953125,0.09765625,0.07421875,0.3671875,0.49609375,0.03515625,0.00390625,0.0859375
CNHB7C,CNHB5,CNHB,Haerbin,2014-07-09,45.757873,126.754415,Haerbin,China,Asia,Dwa,4.444444444,27.77777778,-26.66666667,23.11,,562.0,163.0,12865.0,9943000.0,2008.0,70000.0,,,25.0,16.0,,plug flow,Plug flow,Yes,Yes,,,,,,,,,,,,,,,,,,,,No,0.0,5854.0,4.31,7.27,23.1,977.0,,,,161.0,CNHB7C,23.11,163.0,,,,,22.51953125,17.73046875,4.88671875,9.10546875,6.3125,1.7421875,4.82421875,1.10546875,2.21484375,1.890625,0.58203125,0.546875,2.4765625,0.3125,1.35546875,0.1328125,1.23046875,0.48828125,0.24609375,0.2109375,0.1328125,0.75390625,2.94921875,0.01953125,0.0234375,0.37890625,0.18359375,0.15234375,3.57421875,1.375,1.0,0.00390625,0.21484375,0.33984375,0.20703125,2.125,0.1953125,0.0078125,3.17578125,1.66796875,0.484375,0.0234375,0.0,0.01171875,0.1328125,0.0703125,0.3359375,0.42578125,0.0,0.015625,0.10546875
CNJN1A,CNJN1,CNJN,Jinan,2014-07-09,36.704715,117.035247,Jinan,China,Asia,Dwa,4.444444444,25.0,-6.666666667,27.22,,613.0,187.0,19488.0,7020100.0,2009.0,300000.0,269300.0,89813.0,12.8,4.8,13.0,plug flow,Plug flow,Yes,Yes,,112.9,64.51428571,,2.62,340.0,194.2857143,,17.8,0.087338821,36.0,,1.5,45.0,,6.0,8.0,,0.5,Yes,0.1,3876.0,1.0,6.9,28.0,1457.0,,,,162.0,CNJN1A,27.22,187.0,13.0,340.0,36.0,8.0,31.1015625,39.7421875,0.70703125,2.140625,2.24609375,0.90625,1.6171875,1.48828125,0.17578125,0.1171875,1.890625,0.58984375,0.03515625,0.15625,0.09765625,0.40234375,0.22265625,0.2578125,0.125,0.3984375,0.015625,0.01171875,0.26953125,0.0859375,0.0078125,0.21484375,0.51953125,0.5078125,0.01171875,0.01953125,0.0390625,0.39453125,0.0234375,0.01171875,0.0546875,7.29296875,0.390625,3.8984375,0.13671875,0.0078125,0.0,0.00390625,0.53125,0.109375,0.48046875,0.05859375,0.015625,0.234375,0.01171875,0.19921875,0.0234375
CNJN1B,CNJN1,CNJN,Jinan,2014-07-09,36.704715,117.035247,Jinan,China,Asia,Dwa,4.444444444,25.0,-6.666666667,27.22,,613.0,187.0,19488.0,7020100.0,2009.0,300000.0,269300.0,89813.0,12.8,4.8,13.0,plug flow,Plug flow,Yes,Yes,,112.9,64.51428571,,2.62,340.0,194.2857143,,17.8,0.087338821,36.0,,1.5,45.0,,6.0,8.0,,0.5,Yes,0.1,3876.0,3.17,7.15,26.4,1448.0,,,,163.0,CNJN1B,27.22,187.0,13.0,340.0,36.0,8.0,30.86328125,39.98046875,0.6875,3.06640625,1.9140625,0.93359375,1.70703125,1.07421875,0.14453125,0.19140625,1.67578125,0.453125,0.0390625,0.13671875,0.0546875,0.34765625,0.33203125,0.25390625,0.09375,0.328125,0.0234375,0.0,0.28515625,0.0703125,0.0,0.234375,0.4140625,0.41796875,0.00390625,0.02734375,0.07421875,0.26953125,0.0390625,0.03515625,0.078125,8.640625,0.41015625,2.40625,0.13671875,0.0234375,0.0,0.00390625,0.82421875,0.05078125,0.58984375,0.09375,0.03515625,0.2734375,0.02734375,0.20703125,0.02734375
