Sample ID,WWTP ID,SiteID,Site Name,Sampling Date,Latitude,Longitude,City Name,Country/Region,Continent,Climate typea,Annual average,Annual mean of daily maximum,Annual mean of daily minimum,Sampling month average,Sampling moment,Annual,Sampling month,GDP per capita (dollars),City population,Year of plant build,Designed capacity (m3/d),Actual Inf rate (m3/d),Volume of aeration tanks (m3),Plant,Aeration tank,SRT (d),General type ,Detailed type,Nitrification,Denitrification,Aerator type,BOD (mg/l) Inf,BOD (mg/l) inf/(1+recycle ratio),BOD (mg/l) Aeration tank inf,BOD (mg/l) Eff,COD (mg/l) Inf,COD (mg/l) Inf/(1+recycle ratio),COD (mg/l) Aeration tank inf,COD (mg/l) Eff,F/M (kg BOD/kg MLSS-d),NH4-N (mg/l) Inf,NH4-N (mg/l) Aeration tank inf,NH4-N (mg/l) Eff,TN (mg/l) Inf,TN (mg/l) Aeration tank inf,TN (mg/l) Eff,TP (mg/l) Inf,TP (mg/l) Aeration tank inf,TP (mg/l) Eff,Contained in Inf?,Percentage,MLSS (mg/l),DO (mg/l),pH,Mixed liquid temperature (oC),Conductivity (μS/cm),NH4-N (mg/l),NO3-N (mg/l),SVI (ml/g),Unnamed: 0,Sample ID,Sampling month average,Sampling month,SRTd,COD,NH4N,TP,Proteobacteria,Bacteroidota,Patescibacteria,Unclassified,Firmicutes,Planctomycetota,Verrucomicrobiota,Chloroflexi,Myxococcota,Others,Bdellovibrionota,Actinobacteriota,Acidobacteriota,Desulfobacterota,Dependentiae,Cyanobacteria,Spirochaetota,Nanoarchaeota,Elusimicrobiota,SAR324 clade(Marine group B),Armatimonadota
USCG2A,USCG2,USCG,Chicago,2014-08-06,41.8216038,-87.7730906,Chicago,United States,North America,Dfa,10.0,30.0,-22.0,24.0,,921.0,101.0,58861.0,9568133.0,1930.0,4542494.141,3406870.606,590524.2383,8.5,4.8,4.4,A2O,A2O,Yes,Yes,,168.0,103.7037037,,4.5,,,,,0.193846154,2.3,,0.24,,,,,,0.52,,,5000.0,7.76,7.2,22.2,,,,,643.0,USCG2A,24.0,101.0,4.4,,2.3,,50.2734375,23.69140625,0.80859375,0.33984375,1.48046875,1.73828125,1.88671875,1.2109375,9.01171875,2.33203125,1.03515625,2.41796875,1.62890625,0.71875,0.046875,0.30078125,0.625,0.046875,0.1015625,0.15625,0.1484375
USCG2B,USCG2,USCG,Chicago,2014-08-06,41.8216038,-87.7730906,Chicago,United States,North America,Dfa,10.0,30.0,-22.0,24.0,,921.0,101.0,58861.0,9568133.0,1930.0,4542494.141,3406870.606,590524.2383,8.5,4.8,4.4,A2O,A2O,Yes,Yes,,168.0,103.7037037,,4.5,,,,,0.193846154,2.3,,0.24,,,,,,0.52,,,5000.0,7.76,7.2,22.2,,,,,644.0,USCG2B,24.0,101.0,4.4,,2.3,,49.015625,24.1953125,0.81640625,0.4375,1.359375,1.77734375,1.8671875,1.19140625,9.95703125,1.9375,1.09765625,2.703125,1.4453125,0.70703125,0.05078125,0.35546875,0.65234375,0.0546875,0.1171875,0.15625,0.10546875
USCG2C,USCG2,USCG,Chicago,2014-08-06,41.8216038,-87.7730906,Chicago,United States,North America,Dfa,10.0,30.0,-22.0,24.0,,921.0,101.0,58861.0,9568133.0,1930.0,4542494.141,3406870.606,590524.2383,8.5,4.8,4.4,A2O,A2O,Yes,Yes,,168.0,103.7037037,,4.5,,,,,0.193846154,2.3,,0.24,,,,,,0.52,,,5000.0,7.76,7.2,22.2,,,,,645.0,USCG2C,24.0,101.0,4.4,,2.3,,50.3515625,23.47265625,0.8828125,0.46875,1.1953125,1.86328125,1.83984375,1.25390625,9.4609375,1.875,1.08984375,2.48046875,1.66796875,0.66015625,0.0703125,0.30078125,0.69140625,0.0390625,0.0546875,0.18359375,0.09765625
USCG3A,USCG3,USCG,Chicago,2014-08-26,42.022339,-87.934032,Chicago,United States,North America,Dfa,9.0,29.0,-23.0,24.0,,907.0,100.0,58861.0,9568133.0,1979.0,272549.6484,124918.5889,,10.0,10.0,8.0,plug flow,Plug flow,Yes,No,,138.0,81.17647059,,2.0,,,,,,15.5,,0.27,30.2,,12.0,,,,,,2578.0,3.6,7.4,21.6,,,,,646.0,USCG3A,24.0,100.0,8.0,,15.5,,46.46484375,23.82421875,0.68359375,0.30078125,2.98828125,0.84375,1.64453125,1.9296875,9.08984375,6.66796875,1.38671875,0.92578125,0.57421875,0.9921875,0.0234375,0.23828125,1.1640625,0.0234375,0.109375,0.05859375,0.06640625
USCG3B,USCG3,USCG,Chicago,2014-08-26,42.022339,-87.934032,Chicago,United States,North America,Dfa,9.0,29.0,-23.0,24.0,,907.0,100.0,58861.0,9568133.0,1979.0,272549.6484,124918.5889,,10.0,10.0,8.0,plug flow,Plug flow,Yes,No,,138.0,81.17647059,,2.0,,,,,,15.5,,0.27,30.2,,12.0,,,,,,2578.0,3.6,7.4,21.6,,,,,647.0,USCG3B,24.0,100.0,8.0,,15.5,,42.58984375,26.78515625,0.84375,0.44921875,2.13671875,1.05859375,2.2109375,2.609375,11.1328125,3.546875,1.85546875,1.0703125,0.72265625,0.8984375,0.05078125,0.265625,1.45703125,0.01171875,0.17578125,0.0625,0.06640625
USCG3C,USCG3,USCG,Chicago,2014-08-26,42.022339,-87.934032,Chicago,United States,North America,Dfa,9.0,29.0,-23.0,24.0,,907.0,100.0,58861.0,9568133.0,1979.0,272549.6484,124918.5889,,10.0,10.0,8.0,plug flow,Plug flow,Yes,No,,138.0,81.17647059,,2.0,,,,,,15.5,,0.27,30.2,,12.0,,,,,,2578.0,3.6,7.4,21.6,,,,,648.0,USCG3C,24.0,100.0,8.0,,15.5,,43.1875,25.91796875,0.78515625,0.5,2.13671875,1.13671875,2.19921875,2.859375,11.19140625,3.5703125,1.625,1.21875,0.78515625,0.77734375,0.05078125,0.359375,1.4453125,0.01171875,0.12109375,0.05859375,0.0625
USCG4AA,USCG4,USCG,Chicago,2014-08-29,42.0177105,-88.0456298,Chicago,United States,North America,Dfa,9.0,29.0,-23.0,23.0,,912.0,101.0,58861.0,9568133.0,1982.0,113562.3535,94256.75342,22863.88718,5.8,5.8,5.3,,Combined carbon and nitrification sludge,Yes,No,,158.0,85.40540541,,2.4,,,,,0.208835401,16.3,,0.11,29.7,,14.9,5.1,,2.18,,,3119.0,4.8,7.8,21.1,,,,,649.0,USCG4AA,23.0,101.0,5.3,,16.3,5.1,47.40234375,19.62109375,0.58984375,0.44140625,0.7265625,1.22265625,2.203125,1.74609375,15.5625,5.34375,1.0625,1.53125,0.72265625,0.37109375,0.04296875,0.23046875,0.90234375,0.0,0.20703125,0.06640625,0.00390625
USCG4AB,USCG4,USCG,Chicago,2014-08-29,42.0177105,-88.0456298,Chicago,United States,North America,Dfa,9.0,29.0,-23.0,23.0,,912.0,101.0,58861.0,9568133.0,1982.0,113562.3535,94256.75342,22863.88718,5.8,5.8,5.3,,Combined carbon and nitrification sludge,Yes,No,,158.0,85.40540541,,2.4,,,,,0.208835401,16.3,,0.11,29.7,,14.9,5.1,,2.18,,,3119.0,4.8,7.8,21.1,,,,,650.0,USCG4AB,23.0,101.0,5.3,,16.3,5.1,50.3515625,18.21875,0.5390625,0.4453125,0.82421875,1.1796875,1.9609375,1.7578125,15.1640625,3.98046875,0.90234375,1.80078125,0.80078125,0.375,0.03125,0.28515625,1.1015625,0.0,0.15234375,0.1171875,0.01171875
USCG4AC,USCG4,USCG,Chicago,2014-08-29,42.0177105,-88.0456298,Chicago,United States,North America,Dfa,9.0,29.0,-23.0,23.0,,912.0,101.0,58861.0,9568133.0,1982.0,113562.3535,94256.75342,22863.88718,5.8,5.8,5.3,,Combined carbon and nitrification sludge,Yes,No,,158.0,85.40540541,,2.4,,,,,0.208835401,16.3,,0.11,29.7,,14.9,5.1,,2.18,,,3119.0,4.8,7.8,21.1,,,,,651.0,USCG4AC,23.0,101.0,5.3,,16.3,5.1,48.125,20.72265625,0.65234375,0.4765625,0.69921875,1.63671875,2.234375,1.73828125,14.5546875,3.5625,1.03125,1.91015625,0.765625,0.30859375,0.0234375,0.2734375,0.953125,0.01171875,0.1953125,0.10546875,0.01953125
USCG4BA,USCG4,USCG,Chicago,2014-08-29,42.0177105,-88.0456298,Chicago,United States,North America,Dfa,9.0,29.0,-23.0,23.0,,912.0,101.0,58861.0,9568133.0,1982.0,113562.3535,94256.75342,22863.88718,5.8,5.8,18.6,,Combined carbon and nitrification sludge,Yes,No,,158.0,85.40540541,,2.4,,,,,0.249562305,16.3,,0.11,29.7,,14.9,5.1,,2.18,,,2610.0,5.4,7.8,21.1,,,,,652.0,USCG4BA,23.0,101.0,18.6,,16.3,5.1,44.546875,21.65625,0.4375,0.25390625,0.765625,1.46484375,1.734375,0.9765625,19.38671875,4.1953125,0.828125,1.28125,0.69921875,0.51953125,0.03515625,0.16796875,0.76953125,0.0078125,0.1875,0.04296875,0.04296875
USCG4BB,USCG4,USCG,Chicago,2014-08-29,42.0177105,-88.0456298,Chicago,United States,North America,Dfa,9.0,29.0,-23.0,23.0,,912.0,101.0,58861.0,9568133.0,1982.0,113562.3535,94256.75342,22863.88718,5.8,5.8,18.6,,Combined carbon and nitrification sludge,Yes,No,,158.0,85.40540541,,2.4,,,,,0.249562305,16.3,,0.11,29.7,,14.9,5.1,,2.18,,,2610.0,5.4,7.8,21.1,,,,,653.0,USCG4BB,23.0,101.0,18.6,,16.3,5.1,46.2109375,21.32421875,0.41015625,0.20703125,0.6796875,1.41796875,1.859375,1.171875,19.52734375,2.7265625,0.78515625,1.484375,0.609375,0.359375,0.05859375,0.1796875,0.7109375,0.00390625,0.2109375,0.0390625,0.0234375
USCG4BC,USCG4,USCG,Chicago,2014-08-29,42.0177105,-88.0456298,Chicago,United States,North America,Dfa,9.0,29.0,-23.0,23.0,,912.0,101.0,58861.0,9568133.0,1982.0,113562.3535,94256.75342,22863.88718,5.8,5.8,18.6,,Combined carbon and nitrification sludge,Yes,No,,158.0,85.40540541,,2.4,,,,,0.249562305,16.3,,0.11,29.7,,14.9,5.1,,2.18,,,2610.0,5.4,7.8,21.1,,,,,654.0,USCG4BC,23.0,101.0,18.6,,16.3,5.1,44.78125,22.37890625,0.48046875,0.3515625,0.69921875,1.53515625,2.16015625,1.25,18.58203125,2.55078125,0.97265625,1.6796875,0.7734375,0.48046875,0.05859375,0.24609375,0.73828125,0.00390625,0.2265625,0.0234375,0.02734375
USCG5A,USCG5,USCG,Chicago,2014-08-26,42.0199674,-87.7140374,Chicago,United States,North America,Dfa,9.0,29.0,-23.0,23.0,,907.0,99.0,58861.0,9568133.0,1929.0,1260542.124,851339.1102,,,5.8,11.0,plug flow,Plug flow,Yes,No,,103.0,63.77708978,,4.0,,,,,,12.5,,0.24,21.4,,1.5,,,1.51,No,0.0,2370.0,6.8,7.19,21.4,,,,,655.0,USCG5A,23.0,99.0,11.0,,12.5,,46.20703125,22.26171875,0.6015625,0.54296875,0.8125,2.0,2.0078125,1.59375,17.08984375,2.40234375,0.6953125,1.37890625,0.76953125,0.51953125,0.0703125,0.28125,0.5625,0.0,0.08984375,0.0703125,0.04296875
USCG5B,USCG5,USCG,Chicago,2014-08-26,42.0199674,-87.7140374,Chicago,United States,North America,Dfa,9.0,29.0,-23.0,23.0,,907.0,99.0,58861.0,9568133.0,1929.0,1260542.124,851339.1102,,,5.8,11.0,plug flow,Plug flow,Yes,No,,103.0,63.77708978,,4.0,,,,,,12.5,,0.24,21.4,,1.5,,,1.51,No,0.0,2370.0,6.8,7.19,21.4,,,,,656.0,USCG5B,23.0,99.0,11.0,,12.5,,44.76171875,24.1015625,0.70703125,0.63671875,0.7890625,2.4609375,2.47265625,1.9765625,13.2109375,3.3828125,0.8203125,1.37890625,0.9609375,0.51953125,0.1171875,0.52734375,1.01171875,0.01171875,0.05859375,0.08203125,0.01171875
USCG5C,USCG5,USCG,Chicago,2014-08-26,42.0199674,-87.7140374,Chicago,United States,North America,Dfa,9.0,29.0,-23.0,23.0,,907.0,99.0,58861.0,9568133.0,1929.0,1260542.124,851339.1102,,,5.8,11.0,plug flow,Plug flow,Yes,No,,103.0,63.77708978,,4.0,,,,,,12.5,,0.24,21.4,,1.5,,,1.51,No,0.0,2370.0,6.8,7.19,21.4,,,,,657.0,USCG5C,23.0,99.0,11.0,,12.5,,47.17578125,23.24609375,0.5703125,0.58984375,0.51953125,1.6171875,2.19140625,1.2109375,15.65625,2.3828125,0.828125,0.68359375,1.06640625,0.62890625,0.09375,0.48828125,0.8515625,0.00390625,0.0546875,0.08984375,0.05078125
USCT1A,USCT1,USCT,Chattanooga,2014-08-12,35.0456297,-85.3096801,Chattanooga,United States,North America,Cfa,16.0,29.0,-10.0,26.0,,1380.0,88.0,38320.0,591518.7891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.0,USCT1A,26.0,88.0,,,,,49.26953125,30.734375,1.296875,1.01953125,1.99609375,0.2578125,1.59375,0.96484375,1.87890625,6.75,0.6328125,1.0,0.28515625,1.42578125,0.12109375,0.13671875,0.53125,0.046875,0.01171875,0.03515625,0.01171875
USCT1B,USCT1,USCT,Chattanooga,2014-08-12,35.0456297,-85.3096801,Chattanooga,United States,North America,Cfa,16.0,29.0,-10.0,26.0,,1380.0,88.0,38320.0,591518.7891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659.0,USCT1B,26.0,88.0,,,,,46.421875,32.72265625,1.20703125,1.03515625,2.03515625,0.2421875,1.51953125,0.78125,1.85546875,8.12109375,0.6796875,0.76953125,0.2109375,1.49609375,0.07421875,0.125,0.6015625,0.046875,0.01953125,0.01953125,0.015625
USCT1C,USCT1,USCT,Chattanooga,2014-08-12,35.0456297,-85.3096801,Chattanooga,United States,North America,Cfa,16.0,29.0,-10.0,26.0,,1380.0,88.0,38320.0,591518.7891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660.0,USCT1C,26.0,88.0,,,,,38.40625,37.953125,1.48046875,1.19921875,2.234375,0.18359375,1.54296875,0.5234375,1.42578125,11.484375,0.7109375,0.46484375,0.13671875,1.3828125,0.140625,0.0625,0.55859375,0.06640625,0.02734375,0.01171875,0.00390625
USCT1D,USCT1,USCT,Chattanooga,2014-08-12,35.0456297,-85.3096801,Chattanooga,United States,North America,Cfa,16.0,29.0,-10.0,26.0,,1380.0,88.0,38320.0,591518.7891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661.0,USCT1D,26.0,88.0,,,,,40.078125,38.421875,1.6328125,1.1953125,1.85546875,0.171875,1.34765625,0.5,1.3671875,10.04296875,0.6796875,0.3671875,0.12890625,1.40234375,0.1328125,0.13671875,0.4609375,0.04296875,0.01171875,0.01171875,0.01171875
USCT1E,USCT1,USCT,Chattanooga,2014-08-12,35.0456297,-85.3096801,Chattanooga,United States,North America,Cfa,16.0,29.0,-10.0,26.0,,1380.0,88.0,38320.0,591518.7891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662.0,USCT1E,26.0,88.0,,,,,44.796875,31.484375,1.40234375,1.03125,2.09765625,0.1953125,1.359375,0.7109375,1.55859375,11.51171875,0.6328125,0.671875,0.1875,1.48046875,0.1015625,0.15625,0.5703125,0.01171875,0.015625,0.01953125,0.00390625
USCT1F,USCT1,USCT,Chattanooga,2014-08-12,35.0456297,-85.3096801,Chattanooga,United States,North America,Cfa,16.0,29.0,-10.0,26.0,,1380.0,88.0,38320.0,591518.7891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663.0,USCT1F,26.0,88.0,,,,,49.08203125,31.69140625,1.4296875,1.10546875,1.6171875,0.25,1.74609375,0.66796875,1.72265625,6.9140625,0.6796875,0.6953125,0.15234375,1.50390625,0.0859375,0.078125,0.5,0.0390625,0.01953125,0.00390625,0.015625
USCT1G,USCT1,USCT,Chattanooga,2014-08-12,35.0456297,-85.3096801,Chattanooga,United States,North America,Cfa,16.0,29.0,-10.0,26.0,,1380.0,88.0,38320.0,591518.7891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664.0,USCT1G,26.0,88.0,,,,,49.66015625,30.30078125,1.77734375,1.1640625,1.83984375,0.23828125,1.73828125,0.8671875,1.73046875,6.57421875,0.65625,0.80078125,0.16796875,1.4921875,0.11328125,0.16796875,0.6328125,0.046875,0.015625,0.00390625,0.01171875
USCT1H,USCT1,USCT,Chattanooga,2014-08-12,35.0456297,-85.3096801,Chattanooga,United States,North America,Cfa,16.0,29.0,-10.0,26.0,,1380.0,88.0,38320.0,591518.7891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665.0,USCT1H,26.0,88.0,,,,,48.25390625,32.86328125,1.6796875,1.11328125,1.84375,0.28125,1.58203125,0.8671875,1.78515625,5.390625,0.7734375,0.92578125,0.203125,1.5234375,0.11328125,0.12890625,0.5703125,0.05859375,0.01953125,0.015625,0.0078125
USCT1I,USCT1,USCT,Chattanooga,2014-08-12,35.0456297,-85.3096801,Chattanooga,United States,North America,Cfa,16.0,29.0,-10.0,26.0,,1380.0,88.0,38320.0,591518.7891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666.0,USCT1I,26.0,88.0,,,,,40.63671875,42.11328125,1.65625,1.06640625,1.28515625,0.1640625,1.48046875,0.53515625,1.7578125,5.75,0.796875,0.29296875,0.13671875,1.55078125,0.1484375,0.125,0.43359375,0.01953125,0.01171875,0.01953125,0.01953125
USDA1A,USDA1,USDA,Dallas,2014-08-08,32.7717421,-96.934332,Dallas,United States,North America,Cfa,19.0,33.0,-7.0,29.0,,919.0,52.0,59483.0,6937652.0,1913.0,567811.7676,331223.5311,348257.8841,20.0,,15.0,,,Yes,No,,362.0,,66.0,0.9,750.0,,190.0,120.0,,23.4,19.4,0.3,,,,16.4,15.1,10.4,Yes,,,4.0,7.0,,,,,,667.0,USDA1A,29.0,52.0,15.0,750.0,23.4,16.4,32.96875,32.01953125,1.0234375,1.69921875,0.9296875,2.94921875,2.5703125,1.3203125,7.6484375,7.1796875,2.19140625,0.78515625,3.87890625,0.3984375,0.52734375,0.53515625,0.8046875,0.05078125,0.171875,0.15625,0.19140625
USDA1B,USDA1,USDA,Dallas,2014-08-08,32.7717421,-96.934332,Dallas,United States,North America,Cfa,19.0,33.0,-7.0,29.0,,919.0,52.0,59483.0,6937652.0,1913.0,567811.7676,331223.5311,348257.8841,20.0,,15.0,,,Yes,No,,362.0,,66.0,0.9,750.0,,190.0,120.0,,23.4,19.4,0.3,,,,16.4,15.1,10.4,Yes,,,4.0,7.0,,,,,,668.0,USDA1B,29.0,52.0,15.0,750.0,23.4,16.4,34.19921875,28.22265625,0.88671875,1.390625,1.27734375,3.12109375,2.9765625,1.6484375,6.7265625,9.54296875,1.6875,0.9765625,4.64453125,0.4296875,0.4140625,0.578125,0.62109375,0.04296875,0.140625,0.22265625,0.25
USDA1C,USDA1,USDA,Dallas,2014-08-08,32.7717421,-96.934332,Dallas,United States,North America,Cfa,19.0,33.0,-7.0,29.0,,919.0,52.0,59483.0,6937652.0,1913.0,567811.7676,331223.5311,348257.8841,20.0,,15.0,,,Yes,No,,362.0,,66.0,0.9,750.0,,190.0,120.0,,23.4,19.4,0.3,,,,16.4,15.1,10.4,Yes,,,4.0,7.0,,,,,,669.0,USDA1C,29.0,52.0,15.0,750.0,23.4,16.4,30.3671875,33.3828125,1.0234375,1.9140625,1.1015625,2.5078125,3.16796875,1.60546875,7.12890625,7.19140625,2.12109375,0.8046875,4.3828125,0.4765625,0.6796875,0.6484375,0.8515625,0.05078125,0.171875,0.16015625,0.26171875
USDA1D,USDA1,USDA,Dallas,2014-08-08,32.7717421,-96.934332,Dallas,United States,North America,Cfa,19.0,33.0,-7.0,29.0,,919.0,52.0,59483.0,6937652.0,1913.0,567811.7676,331223.5311,348257.8841,20.0,,15.0,,,Yes,No,,362.0,,66.0,0.9,750.0,,190.0,120.0,,23.4,19.4,0.3,,,,16.4,15.1,10.4,Yes,,,4.0,7.0,,,,,,670.0,USDA1D,29.0,52.0,15.0,750.0,23.4,16.4,27.67578125,31.6796875,1.08203125,2.078125,1.14453125,2.65625,3.29296875,2.51171875,5.36328125,10.84375,2.26953125,0.76171875,4.6796875,0.36328125,0.2890625,0.9140625,1.578125,0.14453125,0.19921875,0.20703125,0.265625
USDA1E,USDA1,USDA,Dallas,2014-08-08,32.7717421,-96.934332,Dallas,United States,North America,Cfa,19.0,33.0,-7.0,29.0,,919.0,52.0,59483.0,6937652.0,1913.0,567811.7676,331223.5311,348257.8841,20.0,,15.0,,,Yes,No,,362.0,,66.0,0.9,750.0,,190.0,120.0,,23.4,19.4,0.3,,,,16.4,15.1,10.4,Yes,,,4.0,7.0,,,,,,671.0,USDA1E,29.0,52.0,15.0,750.0,23.4,16.4,31.21484375,27.5078125,0.9375,1.73046875,1.12890625,2.78125,2.9375,2.3984375,7.0390625,12.25390625,1.8046875,1.21484375,3.93359375,0.3359375,0.171875,0.5703125,1.37890625,0.08984375,0.23046875,0.171875,0.16796875
USDA1F,USDA1,USDA,Dallas,2014-08-08,32.7717421,-96.934332,Dallas,United States,North America,Cfa,19.0,33.0,-7.0,29.0,,919.0,52.0,59483.0,6937652.0,1913.0,567811.7676,331223.5311,348257.8841,20.0,,15.0,,,Yes,No,,362.0,,66.0,0.9,750.0,,190.0,120.0,,23.4,19.4,0.3,,,,16.4,15.1,10.4,Yes,,,4.0,7.0,,,,,,672.0,USDA1F,29.0,52.0,15.0,750.0,23.4,16.4,32.50390625,27.3125,1.0625,1.8359375,1.0703125,2.84375,3.02734375,2.45703125,7.55859375,9.64453125,1.7421875,1.15625,4.26171875,0.515625,0.21484375,0.69921875,1.15625,0.0703125,0.15625,0.2890625,0.421875
USDA1G,USDA1,USDA,Dallas,2014-08-08,32.7717421,-96.934332,Dallas,United States,North America,Cfa,19.0,33.0,-7.0,29.0,,919.0,52.0,59483.0,6937652.0,1913.0,567811.7676,331223.5311,348257.8841,20.0,,15.0,,,Yes,No,,362.0,,66.0,0.9,750.0,,190.0,120.0,,23.4,19.4,0.3,,,,16.4,15.1,10.4,Yes,,,4.0,7.0,,,,,,673.0,USDA1G,29.0,52.0,15.0,750.0,23.4,16.4,34.02734375,27.3984375,1.25,1.37890625,0.984375,2.77734375,3.00390625,2.62109375,7.4765625,6.37890625,1.140625,1.2890625,7.04296875,0.69921875,0.20703125,0.67578125,0.81640625,0.01953125,0.421875,0.20703125,0.18359375
USDA1H,USDA1,USDA,Dallas,2014-08-08,32.7717421,-96.934332,Dallas,United States,North America,Cfa,19.0,33.0,-7.0,29.0,,919.0,52.0,59483.0,6937652.0,1913.0,567811.7676,331223.5311,348257.8841,20.0,,15.0,,,Yes,No,,362.0,,66.0,0.9,750.0,,190.0,120.0,,23.4,19.4,0.3,,,,16.4,15.1,10.4,Yes,,,4.0,7.0,,,,,,674.0,USDA1H,29.0,52.0,15.0,750.0,23.4,16.4,35.16015625,29.88671875,1.796875,1.78515625,0.69921875,2.37109375,3.2421875,2.9765625,7.8203125,3.62890625,1.375,0.6640625,5.5703125,0.6796875,0.2109375,0.6875,0.76953125,0.03125,0.3828125,0.14453125,0.1171875
USDA1I,USDA1,USDA,Dallas,2014-08-08,32.7717421,-96.934332,Dallas,United States,North America,Cfa,19.0,33.0,-7.0,29.0,,919.0,52.0,59483.0,6937652.0,1913.0,567811.7676,331223.5311,348257.8841,20.0,,15.0,,,Yes,No,,362.0,,66.0,0.9,750.0,,190.0,120.0,,23.4,19.4,0.3,,,,16.4,15.1,10.4,Yes,,,4.0,7.0,,,,,,675.0,USDA1I,29.0,52.0,15.0,750.0,23.4,16.4,34.39453125,29.99609375,1.4140625,1.50390625,0.7265625,2.3515625,2.796875,2.515625,6.69921875,5.453125,1.2578125,1.015625,6.5859375,0.6640625,0.21875,0.734375,0.796875,0.0234375,0.37109375,0.25,0.23046875
USDA1J,USDA1,USDA,Dallas,2014-08-08,32.7717421,-96.934332,Dallas,United States,North America,Cfa,19.0,33.0,-7.0,29.0,,919.0,52.0,59483.0,6937652.0,1913.0,567811.7676,331223.5311,348257.8841,20.0,,15.0,,,Yes,No,,362.0,,66.0,0.9,750.0,,190.0,120.0,,23.4,19.4,0.3,,,,16.4,15.1,10.4,Yes,,,4.0,7.0,,,,,,676.0,USDA1J,29.0,52.0,15.0,750.0,23.4,16.4,33.53515625,29.6328125,1.3984375,1.55078125,0.91015625,2.65625,3.375,2.4296875,7.7578125,5.109375,1.6875,0.9140625,5.80078125,0.74609375,0.1640625,0.72265625,0.7265625,0.05859375,0.41796875,0.2109375,0.1953125
USDA1K,USDA1,USDA,Dallas,2014-08-08,32.7717421,-96.934332,Dallas,United States,North America,Cfa,19.0,33.0,-7.0,29.0,,919.0,52.0,59483.0,6937652.0,1913.0,567811.7676,331223.5311,348257.8841,20.0,,15.0,,,Yes,No,,362.0,,66.0,0.9,750.0,,190.0,120.0,,23.4,19.4,0.3,,,,16.4,15.1,10.4,Yes,,,4.0,7.0,,,,,,677.0,USDA1K,29.0,52.0,15.0,750.0,23.4,16.4,36.93359375,25.41796875,1.171875,1.23046875,0.94921875,2.890625,2.84765625,2.3984375,7.61328125,6.33203125,1.15234375,1.4296875,6.43359375,0.7734375,0.12890625,0.58203125,0.765625,0.05078125,0.421875,0.2734375,0.203125
USDA1L,USDA1,USDA,Dallas,2014-08-08,32.7717421,-96.934332,Dallas,United States,North America,Cfa,19.0,33.0,-7.0,29.0,,919.0,52.0,59483.0,6937652.0,1913.0,567811.7676,331223.5311,348257.8841,20.0,,15.0,,,Yes,No,,362.0,,66.0,0.9,750.0,,190.0,120.0,,23.4,19.4,0.3,,,,16.4,15.1,10.4,Yes,,,4.0,7.0,,,,,,678.0,USDA1L,29.0,52.0,15.0,750.0,23.4,16.4,34.51171875,30.03125,1.359375,1.38671875,0.8359375,2.484375,3.48046875,2.4921875,7.21484375,4.91796875,1.390625,0.84375,5.9921875,0.73828125,0.19921875,0.68359375,0.6875,0.03125,0.390625,0.14453125,0.18359375
USDA2A,USDA2,USDA,Dallas,2014-08-13,32.6467971,-96.6333375,Dallas,United States,North America,Cfa,18.0,32.0,-7.0,28.0,,919.0,52.0,59483.0,6937652.0,1975.0,416395.2962,227124.707,85171.76514,12.0,,6.5,plug flow,Plug flow,Yes,Yes,,183.0,126.2068966,,1.32,298.0,205.5172414,,16.0,0.1952,24.8,,0.11,,,,,,,Yes,,2500.0,4.9,7.2,,,,,,679.0,USDA2A,28.0,52.0,6.5,298.0,24.8,,52.03515625,28.2109375,3.90625,1.04296875,0.4921875,0.88671875,1.5546875,0.3984375,3.1171875,2.328125,1.52734375,1.3046875,1.03125,0.66796875,0.21875,0.3828125,0.28515625,0.109375,0.38671875,0.0546875,0.05859375
USDA2B,USDA2,USDA,Dallas,2014-08-13,32.6467971,-96.6333375,Dallas,United States,North America,Cfa,18.0,32.0,-7.0,28.0,,919.0,52.0,59483.0,6937652.0,1975.0,416395.2962,227124.707,85171.76514,12.0,,6.5,plug flow,Plug flow,Yes,Yes,,183.0,126.2068966,,1.32,298.0,205.5172414,,16.0,0.1952,24.8,,0.11,,,,,,,Yes,,2500.0,4.9,7.2,,,,,,680.0,USDA2B,28.0,52.0,6.5,298.0,24.8,,48.70703125,30.8984375,4.46484375,1.0625,0.5703125,0.9140625,1.57421875,0.34765625,2.6640625,2.40625,1.30078125,1.48828125,1.41796875,0.48046875,0.28515625,0.41015625,0.421875,0.1015625,0.30859375,0.0703125,0.10546875
