Sample ID,WWTP ID,SiteID,Site Name,Sampling Date,Latitude,Longitude,City Name,Country/Region,Continent,Climate typea,Annual average,Annual mean of daily maximum,Annual mean of daily minimum,Sampling month average,Sampling moment,Annual,Sampling month,GDP per capita (dollars),City population,Year of plant build,Designed capacity (m3/d),Actual Inf rate (m3/d),Volume of aeration tanks (m3),Plant,Aeration tank,SRT (d),General type ,Detailed type,Nitrification,Denitrification,Aerator type,BOD (mg/l) Inf,BOD (mg/l) inf/(1+recycle ratio),BOD (mg/l) Aeration tank inf,BOD (mg/l) Eff,COD (mg/l) Inf,COD (mg/l) Inf/(1+recycle ratio),COD (mg/l) Aeration tank inf,COD (mg/l) Eff,F/M (kg BOD/kg MLSS-d),NH4-N (mg/l) Inf,NH4-N (mg/l) Aeration tank inf,NH4-N (mg/l) Eff,TN (mg/l) Inf,TN (mg/l) Aeration tank inf,TN (mg/l) Eff,TP (mg/l) Inf,TP (mg/l) Aeration tank inf,TP (mg/l) Eff,Contained in Inf?,Percentage,MLSS (mg/l),DO (mg/l),pH,Mixed liquid temperature (oC),Conductivity (μS/cm),NH4-N (mg/l),NO3-N (mg/l),SVI (ml/g),Unnamed: 0,Sample ID,Sampling month average,Sampling month,SRTd,COD,NH4N,TP,Proteobacteria,Bacteroidota,Patescibacteria,Unclassified,Firmicutes,Planctomycetota,Verrucomicrobiota,Chloroflexi,Myxococcota,Others,Bdellovibrionota,Actinobacteriota,Acidobacteriota,Desulfobacterota,Dependentiae,Cyanobacteria,Spirochaetota,Nanoarchaeota,Elusimicrobiota,SAR324 clade(Marine group B),Armatimonadota
SAZK1,SAZK1,SANE,Pretoria,2015-04-11,-25.5355278,28.4526795,Pretoria,South Africa,Africa,Cwb,21.0,28.0,5.0,17.0,,697.0,48.0,16696.0,2991600.0,1991.0,85000.0,56100.0,20000.0,,,20.0,A2O,3-stage Phoredox with diffused aeration; interchangeable (UCT/MUCT/JHB),,,,,,,,496.0,232.8638498,267.0,32.0,,23.0,21.0,0.6,38.0,,1.4,5.0,4.5,0.2,Yes,0.1,,0.8,7.2,22.0,,,,,30.0,SAZK1,17.0,48.0,20.0,496.0,23.0,5.0,39.4765625,19.84375,2.04296875,3.0703125,2.015625,4.01953125,2.1484375,3.28515625,8.43359375,4.42578125,0.734375,1.19140625,5.67578125,0.35546875,0.5390625,0.109375,0.4296875,0.06640625,0.94921875,1.03125,0.15625
SAZK2,SAZK1,SANE,Pretoria,2015-04-11,-25.5355278,28.4526795,Pretoria,South Africa,Africa,Cwb,21.0,28.0,5.0,17.0,,697.0,48.0,16696.0,2991600.0,1991.0,85000.0,56100.0,20000.0,,,20.0,A2O,3-stage Phoredox with diffused aeration; interchangeable (UCT/MUCT/JHB),,,,,,,,496.0,232.8638498,267.0,32.0,,23.0,21.0,0.6,38.0,,1.4,5.0,4.5,0.2,Yes,0.1,,0.8,7.2,22.0,,,,,31.0,SAZK2,17.0,48.0,20.0,496.0,23.0,5.0,36.76171875,20.82421875,2.52734375,3.6875,1.87109375,3.7421875,2.17578125,3.3203125,8.25,5.22265625,0.96875,0.94921875,5.92578125,0.37109375,0.52734375,0.08984375,0.34375,0.07421875,1.109375,1.08203125,0.17578125
SAZK3,SAZK1,SANE,Pretoria,2015-04-11,-25.5355278,28.4526795,Pretoria,South Africa,Africa,Cwb,21.0,28.0,5.0,17.0,,697.0,48.0,16696.0,2991600.0,1991.0,85000.0,56100.0,20000.0,,,20.0,A2O,3-stage Phoredox with diffused aeration; interchangeable (UCT/MUCT/JHB),,,,,,,,496.0,232.8638498,267.0,32.0,,23.0,21.0,0.6,38.0,,1.4,5.0,4.5,0.2,Yes,0.1,,0.97,7.2,22.0,,,,,32.0,SAZK3,17.0,48.0,20.0,496.0,23.0,5.0,37.640625,20.25,2.59765625,3.75,1.578125,3.890625,2.2109375,3.61328125,7.42578125,5.5,0.86328125,1.05859375,5.953125,0.3984375,0.4609375,0.1015625,0.3046875,0.0546875,1.10546875,1.06640625,0.17578125
SAZK4,SAZK1,SANE,Pretoria,2015-04-11,-25.5355278,28.4526795,Pretoria,South Africa,Africa,Cwb,21.0,28.0,5.0,17.0,,697.0,48.0,16696.0,2991600.0,1991.0,85000.0,56100.0,20000.0,,,20.0,A2O,3-stage Phoredox with diffused aeration; interchangeable (UCT/MUCT/JHB),,,,,,,,496.0,232.8638498,267.0,32.0,,23.0,21.0,0.6,38.0,,1.4,5.0,4.5,0.2,Yes,0.1,,0.97,7.2,22.0,,,,,33.0,SAZK4,17.0,48.0,20.0,496.0,23.0,5.0,31.5703125,35.23046875,2.44921875,0.9921875,1.578125,2.6015625,2.07421875,3.1328125,8.84375,4.0,0.99609375,0.8359375,2.8671875,0.36328125,0.65234375,0.14453125,0.65625,0.15625,0.3515625,0.4375,0.06640625
SAZK5,SAZK1,SANE,Pretoria,2015-04-11,-25.5355278,28.4526795,Pretoria,South Africa,Africa,Cwb,21.0,28.0,5.0,17.0,,697.0,48.0,16696.0,2991600.0,1991.0,85000.0,56100.0,20000.0,,,20.0,A2O,3-stage Phoredox with diffused aeration; interchangeable (UCT/MUCT/JHB),,,,,,,,496.0,232.8638498,267.0,32.0,,23.0,21.0,0.6,38.0,,1.4,5.0,4.5,0.2,Yes,0.1,,1.2,7.2,22.0,,,,,34.0,SAZK5,17.0,48.0,20.0,496.0,23.0,5.0,31.5703125,36.265625,2.44140625,0.921875,1.44921875,2.421875,1.81640625,2.79296875,8.93359375,3.64453125,1.01953125,0.80859375,2.95703125,0.36328125,0.70703125,0.1796875,0.578125,0.16015625,0.37109375,0.51171875,0.0859375
SAZK6,SAZK1,SANE,Pretoria,2015-04-11,-25.5355278,28.4526795,Pretoria,South Africa,Africa,Cwb,21.0,28.0,5.0,17.0,,697.0,48.0,16696.0,2991600.0,1991.0,85000.0,56100.0,20000.0,,,20.0,A2O,3-stage Phoredox with diffused aeration; interchangeable (UCT/MUCT/JHB),,,,,,,,496.0,232.8638498,267.0,32.0,,23.0,21.0,0.6,38.0,,1.4,5.0,4.5,0.2,Yes,0.1,,1.2,7.2,22.0,,,,,35.0,SAZK6,17.0,48.0,20.0,496.0,23.0,5.0,31.21875,39.90234375,2.41796875,0.90234375,1.20703125,2.0,1.5625,2.703125,6.8984375,3.36328125,0.80078125,0.86328125,3.40234375,0.234375,0.703125,0.1484375,0.48828125,0.125,0.421875,0.58203125,0.0546875
CNBJ1AA,CNBJ1,CNBJ,Beijing,2014-07-31,40.042203,116.356862,Beijing,China,Asia,Dwa,13.33333333,31.11111111,-7.222222222,28.1,,610.0,195.0,23390.0,21639100.0,2002.0,200000.0,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,3794.0,4.6,6.66,25.8,511.0,,,,36.0,CNBJ1AA,28.1,195.0,,,,,32.12109375,32.2265625,2.42578125,0.51953125,1.4375,1.99609375,0.98828125,6.04296875,9.15625,2.40625,1.375,5.4609375,1.53125,1.23828125,0.0859375,0.0234375,0.34765625,0.015625,0.18359375,0.25390625,0.1640625
CNBJ1AB,CNBJ1,CNBJ,Beijing,2014-07-31,40.042203,116.356862,Beijing,China,Asia,Dwa,13.33333333,31.11111111,-7.222222222,28.1,,610.0,195.0,23390.0,21639100.0,2002.0,200000.0,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,3794.0,4.4,6.66,25.9,556.0,,,,37.0,CNBJ1AB,28.1,195.0,,,,,32.11328125,31.03515625,2.921875,0.65234375,1.87890625,2.01171875,1.34375,6.3359375,9.75,2.22265625,1.6328125,4.375,1.15625,1.2890625,0.10546875,0.05859375,0.4375,0.01171875,0.22265625,0.25390625,0.19140625
CNBJ1AC,CNBJ1,CNBJ,Beijing,2014-07-31,40.042203,116.356862,Beijing,China,Asia,Dwa,13.33333333,31.11111111,-7.222222222,28.1,,610.0,195.0,23390.0,21639100.0,2002.0,200000.0,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,3794.0,1.35,6.7,26.5,520.0,,,,38.0,CNBJ1AC,28.1,195.0,,,,,29.84765625,32.4296875,2.94140625,0.734375,1.58203125,2.3359375,1.296875,5.99609375,9.80078125,2.40625,1.6484375,5.22265625,1.33984375,1.3203125,0.140625,0.04296875,0.33984375,0.0234375,0.1953125,0.20703125,0.1484375
CNBJ1BA,CNBJ1,CNBJ,Beijing,2014-07-31,40.042203,116.356862,Beijing,China,Asia,Dwa,13.33333333,31.11111111,-7.222222222,28.1,,610.0,195.0,23390.0,21639100.0,2002.0,200000.0,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,4300.0,2.1,6.46,26.0,815.0,,,,39.0,CNBJ1BA,28.1,195.0,,,,,36.87109375,26.34375,1.875,0.734375,1.75390625,2.33984375,1.453125,8.33984375,6.95703125,2.45703125,1.765625,4.6171875,2.41796875,0.66796875,0.23046875,0.04296875,0.45703125,0.0078125,0.0859375,0.2890625,0.29296875
CNBJ1BB,CNBJ1,CNBJ,Beijing,2014-07-31,40.042203,116.356862,Beijing,China,Asia,Dwa,13.33333333,31.11111111,-7.222222222,28.1,,610.0,195.0,23390.0,21639100.0,2002.0,200000.0,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,4300.0,0.2,6.62,25.5,825.0,,,,40.0,CNBJ1BB,28.1,195.0,,,,,32.359375,30.9453125,2.6484375,0.7109375,1.69921875,2.29296875,1.50390625,6.734375,7.9296875,2.3984375,1.46875,4.84375,2.08984375,0.8203125,0.29296875,0.02734375,0.5078125,0.015625,0.10546875,0.29296875,0.3125
CNBJ1BC,CNBJ1,CNBJ,Beijing,2014-07-31,40.042203,116.356862,Beijing,China,Asia,Dwa,13.33333333,31.11111111,-7.222222222,28.1,,610.0,195.0,23390.0,21639100.0,2002.0,200000.0,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,4300.0,0.4,6.57,26.3,823.0,,,,41.0,CNBJ1BC,28.1,195.0,,,,,33.56640625,32.50390625,2.2265625,0.7109375,1.45703125,2.0703125,1.44140625,5.6796875,7.5625,2.3046875,1.45703125,4.59765625,1.91015625,0.8359375,0.27734375,0.0390625,0.59375,0.01171875,0.11328125,0.28515625,0.35546875
CNBJ1CA,CNBJ1,CNBJ,Beijing,2014-07-31,40.042203,116.356862,Beijing,China,Asia,Dwa,13.33333333,31.11111111,-7.222222222,28.1,,610.0,195.0,23390.0,21639100.0,2002.0,200000.0,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,7002.0,0.3,6.45,27.0,961.0,,,,42.0,CNBJ1CA,28.1,195.0,,,,,36.99609375,27.8984375,1.46484375,0.5234375,1.98046875,2.91015625,1.1875,5.171875,6.2734375,2.65625,1.50390625,6.328125,3.29296875,0.19140625,0.234375,0.04296875,0.140625,0.0078125,0.015625,0.23046875,0.94921875
CNBJ1CB,CNBJ1,CNBJ,Beijing,2014-07-31,40.042203,116.356862,Beijing,China,Asia,Dwa,13.33333333,31.11111111,-7.222222222,28.1,,610.0,195.0,23390.0,21639100.0,2002.0,200000.0,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,7002.0,3.6,6.52,27.2,918.0,,,,43.0,CNBJ1CB,28.1,195.0,,,,,36.21875,28.62890625,1.57421875,0.6484375,1.8515625,2.88671875,0.98828125,5.140625,5.66796875,2.3359375,1.2734375,6.22265625,4.63671875,0.1796875,0.2265625,0.04296875,0.10546875,0.0,0.03515625,0.21875,1.1171875
CNBJ1CC,CNBJ1,CNBJ,Beijing,2014-07-31,40.042203,116.356862,Beijing,China,Asia,Dwa,13.33333333,31.11111111,-7.222222222,28.1,,610.0,195.0,23390.0,21639100.0,2002.0,200000.0,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,7002.0,4.3,6.55,27.1,949.0,,,,44.0,CNBJ1CC,28.1,195.0,,,,,36.734375,30.07421875,1.66796875,0.62109375,1.48046875,2.484375,1.06640625,4.69140625,6.73828125,2.03515625,1.2421875,4.8125,4.234375,0.1953125,0.32421875,0.02734375,0.12109375,0.0078125,0.0234375,0.26953125,1.1484375
CNBJ2A,CNBJ2,CNBJ,Beijing,2014-07-31,40.008492,116.430848,Beijing,China,Asia,Dwa,13.33333333,31.11111111,-7.222222222,28.1,,610.0,195.0,23390.0,21639100.0,1990.0,40000.0,,,9.77,7.5,,complete mix,Complete mix,Yes,Yes,,280.0,,,16.0,550.0,,,,,,,,,,,,,,Yes,0.05,9886.0,1.8,6.44,27.8,952.0,,,,45.0,CNBJ2A,28.1,195.0,,550.0,,,28.08203125,30.05859375,5.4140625,0.65234375,1.33203125,3.375,2.51171875,8.3515625,4.08203125,3.80078125,1.15234375,4.7109375,3.5078125,0.59375,0.0625,0.11328125,0.1953125,0.08984375,0.1953125,0.26953125,1.44921875
CNBJ2B,CNBJ2,CNBJ,Beijing,2014-07-31,40.008492,116.430848,Beijing,China,Asia,Dwa,13.33333333,31.11111111,-7.222222222,28.1,,610.0,195.0,23390.0,21639100.0,1990.0,40000.0,,,9.77,7.5,,complete mix,Complete mix,Yes,Yes,,280.0,,,16.0,550.0,,,,,,,,,,,,,,Yes,0.05,9886.0,3.1,6.53,28.0,949.0,,,,46.0,CNBJ2B,28.1,195.0,,550.0,,,25.5859375,33.625,5.19921875,0.7734375,1.19140625,3.44921875,2.94140625,7.2265625,5.08203125,3.390625,1.46484375,3.375,3.28515625,0.87109375,0.05859375,0.09375,0.24609375,0.15234375,0.22265625,0.24609375,1.51953125
CNBJ2C,CNBJ2,CNBJ,Beijing,2014-07-31,40.008492,116.430848,Beijing,China,Asia,Dwa,13.33333333,31.11111111,-7.222222222,28.1,,610.0,195.0,23390.0,21639100.0,1990.0,40000.0,,,9.77,7.5,,complete mix,Complete mix,Yes,Yes,,280.0,,,16.0,550.0,,,,,,,,,,,,,,Yes,0.05,9886.0,0.3,6.58,28.0,921.0,,,,47.0,CNBJ2C,28.1,195.0,,550.0,,,24.609375,34.44921875,6.9609375,0.84375,0.90625,3.2421875,3.30859375,6.84765625,5.16015625,3.125,1.5078125,2.87890625,3.2265625,0.68359375,0.09375,0.1015625,0.16015625,0.1953125,0.33203125,0.2578125,1.109375
CNBJ3A,CNBJ3,CNBJ,Beijing,2014-08-01,39.895727,116.529684,Beijing,China,Asia,Dwa,13.33333333,31.11111111,-7.222222222,28.1,,610.0,190.0,23390.0,21639100.0,1993.0,500000.0,490000.0,80352.0,15.3,8.38,5.0,plug flow,Plug flow,Yes,No,,175.0,102.9411765,,9.0,450.0,264.7058824,,29.5,0.333493566,26.0,26.0,,35.0,35.0,,3.42,3.42,,No,0.0,3200.0,2.09,7.17,26.3,870.0,,,,48.0,CNBJ3A,28.1,190.0,5.0,450.0,26.0,3.42,35.91796875,28.44140625,0.765625,1.203125,1.7109375,3.83984375,1.9140625,7.3125,4.265625,2.38671875,1.05078125,5.33203125,3.109375,0.5546875,0.1328125,0.07421875,0.25390625,0.0,0.2421875,1.0,0.4921875
CNBJ3B,CNBJ3,CNBJ,Beijing,2014-08-01,39.895727,116.529684,Beijing,China,Asia,Dwa,13.33333333,31.11111111,-7.222222222,28.1,,610.0,190.0,23390.0,21639100.0,1993.0,500000.0,490000.0,80352.0,15.3,8.38,5.0,plug flow,Plug flow,Yes,No,,175.0,102.9411765,,9.0,450.0,264.7058824,,29.5,0.333493566,26.0,26.0,,35.0,35.0,,3.42,3.42,,No,0.0,3200.0,6.36,7.05,26.1,849.0,,,,49.0,CNBJ3B,28.1,190.0,5.0,450.0,26.0,3.42,35.6484375,29.97265625,0.80078125,1.08203125,1.23828125,3.58203125,1.8046875,7.16015625,4.37890625,2.4609375,1.1171875,4.37109375,3.66015625,0.5,0.1875,0.0625,0.2109375,0.0,0.25,0.96875,0.54296875
CNBJ3C,CNBJ3,CNBJ,Beijing,2014-08-01,39.895727,116.529684,Beijing,China,Asia,Dwa,13.33333333,31.11111111,-7.222222222,28.1,,610.0,190.0,23390.0,21639100.0,1993.0,500000.0,490000.0,80352.0,15.3,8.38,5.0,plug flow,Plug flow,Yes,No,,175.0,102.9411765,,9.0,450.0,264.7058824,,29.5,0.333493566,26.0,26.0,,35.0,35.0,,3.42,3.42,,No,0.0,3200.0,6.28,7.17,26.2,846.0,,,,50.0,CNBJ3C,28.1,190.0,5.0,450.0,26.0,3.42,34.734375,32.296875,0.7734375,1.0,1.34765625,3.44921875,1.5390625,7.06640625,5.08984375,1.66796875,1.15234375,3.8671875,3.1796875,0.625,0.125,0.06640625,0.28125,0.0078125,0.140625,1.0625,0.52734375
CNBJ4A,CNBJ4,CNBJ,Beijing,2014-08-01,39.825675,116.431806,Beijing,China,Asia,Dwa,13.33333333,31.11111111,-7.222222222,28.1,,610.0,190.0,23390.0,21639100.0,2005.0,600000.0,690000.0,166750.0,13.67,6.67,12.3,plug flow,Plug flow,Yes,Yes,,220.0,110.0,,5.0,450.0,225.0,,30.0,0.327462168,,,,,,,,,,Yes,,2780.0,0.77,7.08,26.9,1172.0,,,,51.0,CNBJ4A,28.1,190.0,12.3,450.0,,,29.1640625,35.78515625,5.53515625,2.4375,1.6015625,1.51171875,1.6015625,5.86328125,5.56640625,2.1484375,1.58984375,3.1796875,1.3671875,0.34375,0.3984375,0.03515625,0.140625,0.0078125,0.046875,0.30078125,1.375
CNBJ4B,CNBJ4,CNBJ,Beijing,2014-08-01,39.825675,116.431806,Beijing,China,Asia,Dwa,13.33333333,31.11111111,-7.222222222,28.1,,610.0,190.0,23390.0,21639100.0,2005.0,600000.0,690000.0,166750.0,13.67,6.67,12.3,plug flow,Plug flow,Yes,Yes,,220.0,110.0,,5.0,450.0,225.0,,30.0,0.327462168,,,,,,,,,,Yes,,2780.0,1.24,6.99,27.3,1141.0,,,,52.0,CNBJ4B,28.1,190.0,12.3,450.0,,,31.73046875,31.4921875,4.453125,1.42578125,1.53515625,1.82421875,1.2421875,7.64453125,6.03125,2.3125,1.203125,4.70703125,2.02734375,0.31640625,0.36328125,0.02734375,0.109375,0.0078125,0.05859375,0.4453125,1.04296875
CNBJ4C,CNBJ4,CNBJ,Beijing,2014-08-01,39.825675,116.431806,Beijing,China,Asia,Dwa,13.33333333,31.11111111,-7.222222222,28.1,,610.0,190.0,23390.0,21639100.0,2005.0,600000.0,690000.0,166750.0,13.67,6.67,12.3,plug flow,Plug flow,Yes,Yes,,220.0,110.0,,5.0,450.0,225.0,,30.0,0.327462168,,,,,,,,,,Yes,,2780.0,3.92,7.04,26.7,1111.0,,,,53.0,CNBJ4C,28.1,190.0,12.3,450.0,,,32.5546875,32.515625,4.35546875,2.21484375,1.6640625,1.62109375,1.3203125,6.33984375,5.25,1.91015625,1.26953125,4.38671875,1.37109375,0.375,0.4375,0.02734375,0.140625,0.0078125,0.0390625,0.4140625,1.78515625
CNBJ5AA,CNBJ5,CNBJ,Beijing,2014-08-01,39.923209,116.116699,Beijing,China,Asia,Dwa,13.33333333,31.11111111,-7.222222222,28.1,,610.0,190.0,23390.0,21639100.0,2010.0,40000.0,26700.0,10000.0,12.0,6.0,10.0,plug flow,Plug flow,Yes,Yes,,,,,,200.0,100.0,,25.0,,25.0,,0.1,45.0,,25.0,3.0,,0.8,Yes,,3368.0,0.63,6.89,27.0,885.0,,,,54.0,CNBJ5AA,28.1,190.0,10.0,200.0,25.0,3.0,35.6796875,17.94921875,3.48828125,0.59765625,1.08984375,3.73046875,3.87890625,5.234375,5.6015625,5.97265625,1.05859375,3.5703125,8.453125,0.93359375,0.359375,0.20703125,0.1328125,0.1953125,0.04296875,0.85546875,0.96875
CNBJ5AB,CNBJ5,CNBJ,Beijing,2014-08-01,39.923209,116.116699,Beijing,China,Asia,Dwa,13.33333333,31.11111111,-7.222222222,28.1,,610.0,190.0,23390.0,21639100.0,2010.0,40000.0,26700.0,10000.0,12.0,6.0,10.0,plug flow,Plug flow,Yes,Yes,,,,,,200.0,100.0,,25.0,,25.0,,0.1,45.0,,25.0,3.0,,0.8,Yes,,3368.0,0.45,6.93,27.0,881.0,,,,55.0,CNBJ5AB,28.1,190.0,10.0,200.0,25.0,3.0,34.46875,17.8828125,3.23046875,0.67578125,1.03515625,3.95703125,3.84375,5.90625,5.5859375,5.95703125,1.140625,3.94921875,8.62109375,1.10546875,0.41015625,0.24609375,0.08984375,0.17578125,0.0546875,0.98828125,0.67578125
CNBJ5AC,CNBJ5,CNBJ,Beijing,2014-08-01,39.923209,116.116699,Beijing,China,Asia,Dwa,13.33333333,31.11111111,-7.222222222,28.1,,610.0,190.0,23390.0,21639100.0,2010.0,40000.0,26700.0,10000.0,12.0,6.0,10.0,plug flow,Plug flow,Yes,Yes,,,,,,200.0,100.0,,25.0,,25.0,,0.1,45.0,,25.0,3.0,,0.8,Yes,,3368.0,3.42,6.98,27.1,877.0,,,,56.0,CNBJ5AC,28.1,190.0,10.0,200.0,25.0,3.0,35.9453125,17.96484375,3.21875,0.65625,1.1875,3.85546875,3.64453125,5.59765625,5.48828125,6.16015625,1.05078125,3.5546875,7.79296875,1.0078125,0.3125,0.26171875,0.12890625,0.24609375,0.03125,0.921875,0.97265625
CNBJ5BA,CNBJ5,CNBJ,Beijing,2014-08-01,39.923209,116.116699,Beijing,China,Asia,Dwa,13.33333333,31.11111111,-7.222222222,28.1,,610.0,190.0,23390.0,21639100.0,2010.0,40000.0,26700.0,10000.0,12.0,2.0,10.0,plug flow,Plug flow,Yes,Yes,,,,,,200.0,100.0,,25.0,,25.0,,0.1,45.0,,25.0,3.0,,0.8,Yes,,4398.0,5.9,7.09,27.1,872.0,,,,57.0,CNBJ5BA,28.1,190.0,10.0,200.0,25.0,3.0,34.78515625,19.68359375,3.5,0.5625,1.23046875,3.7578125,3.7421875,5.8828125,4.26171875,6.01953125,0.87109375,3.8515625,8.265625,0.8515625,0.33203125,0.1328125,0.09375,0.21875,0.03515625,0.94921875,0.97265625
CNBJ5BB,CNBJ5,CNBJ,Beijing,2014-08-01,39.923209,116.116699,Beijing,China,Asia,Dwa,13.33333333,31.11111111,-7.222222222,28.1,,610.0,190.0,23390.0,21639100.0,2010.0,40000.0,26700.0,10000.0,12.0,2.0,10.0,plug flow,Plug flow,Yes,Yes,,,,,,200.0,100.0,,25.0,,25.0,,0.1,45.0,,25.0,3.0,,0.8,Yes,,4398.0,6.2,7.06,27.0,874.0,,,,58.0,CNBJ5BB,28.1,190.0,10.0,200.0,25.0,3.0,33.66015625,19.4453125,3.4140625,0.6171875,1.3046875,3.3828125,3.91796875,5.70703125,4.44140625,5.9296875,1.0234375,4.4765625,9.25,0.85546875,0.33203125,0.09375,0.1171875,0.1875,0.04296875,0.88671875,0.9140625
CNBJ5BC,CNBJ5,CNBJ,Beijing,2014-08-01,39.923209,116.116699,Beijing,China,Asia,Dwa,13.33333333,31.11111111,-7.222222222,28.1,,610.0,190.0,23390.0,21639100.0,2010.0,40000.0,26700.0,10000.0,12.0,2.0,10.0,plug flow,Plug flow,Yes,Yes,,,,,,200.0,100.0,,25.0,,25.0,,0.1,45.0,,25.0,3.0,,0.8,Yes,,4398.0,6.1,7.1,27.1,871.0,,,,59.0,CNBJ5BC,28.1,190.0,10.0,200.0,25.0,3.0,35.26953125,18.34765625,3.1640625,0.6796875,1.47265625,3.67578125,3.953125,5.75,4.71484375,5.84765625,0.953125,4.08203125,8.46875,0.98828125,0.26171875,0.1484375,0.125,0.15234375,0.0546875,0.97265625,0.91796875
CNBJ6BA,CNBJ6,CNBJ,Beijing,2014-08-12,40.44949,115.967898,Beijing,China,Asia,Dwa,13.33333333,31.11111111,-7.222222222,28.1,,610.0,190.0,23390.0,21639100.0,2009.0,30000.0,25000.0,11440.0,13.0,1.2,10.0,plug flow,Plug flow,Yes,Yes,,200.0,40.0,,1.0,350.0,70.0,,20.0,0.12779618,30.0,,0.25,50.0,,20.0,6.5,,1.2,Yes,,3420.0,7.56,7.3,22.0,905.0,,,,60.0,CNBJ6BA,28.1,190.0,10.0,350.0,30.0,6.5,45.09765625,19.58984375,3.39453125,1.08984375,2.265625,3.6796875,2.34765625,4.15234375,4.9453125,3.91796875,0.71484375,2.4375,3.2421875,0.40625,0.296875,0.0546875,0.07421875,0.0,0.01953125,1.13671875,1.13671875
CNBJ6BB,CNBJ6,CNBJ,Beijing,2014-08-12,40.44949,115.967898,Beijing,China,Asia,Dwa,13.33333333,31.11111111,-7.222222222,28.1,,610.0,190.0,23390.0,21639100.0,2009.0,30000.0,25000.0,11440.0,13.0,1.2,10.0,plug flow,Plug flow,Yes,Yes,,200.0,40.0,,1.0,350.0,70.0,,20.0,0.12779618,30.0,,0.25,50.0,,20.0,6.5,,1.2,Yes,,3420.0,7.7,7.44,22.0,905.0,,,,61.0,CNBJ6BB,28.1,190.0,10.0,350.0,30.0,6.5,43.9609375,24.625,1.22265625,0.3984375,2.0078125,4.30078125,1.8203125,3.83984375,4.76171875,4.52734375,1.01953125,2.26171875,3.15625,0.33203125,0.07421875,0.04296875,0.04296875,0.0078125,0.0546875,0.421875,1.12109375
CNBJ6BC,CNBJ6,CNBJ,Beijing,2014-08-12,40.44949,115.967898,Beijing,China,Asia,Dwa,13.33333333,31.11111111,-7.222222222,28.1,,610.0,190.0,23390.0,21639100.0,2009.0,30000.0,25000.0,11440.0,13.0,1.2,10.0,plug flow,Plug flow,Yes,Yes,,200.0,40.0,,1.0,350.0,70.0,,20.0,0.12779618,30.0,,0.25,50.0,,20.0,6.5,,1.2,Yes,,3420.0,6.66,7.24,21.9,908.0,,,,62.0,CNBJ6BC,28.1,190.0,10.0,350.0,30.0,6.5,49.27734375,23.921875,1.34375,0.52734375,1.5390625,3.77734375,1.65625,3.3359375,4.33203125,3.26953125,0.87109375,1.51953125,2.6171875,0.265625,0.08203125,0.046875,0.05078125,0.0,0.06640625,0.48828125,1.01171875
CNCD1A,CNCD1,CNCD,Chengdu,2014-07-08,30.584053,104.082106,Chengdu,China,Asia,Cwa,17.77777778,30.0,2.222222222,25.32,,961.0,240.0,16423.0,14219700.0,2004.0,300000.0,300000.0,129600.0,11.5,7.5,16.0,plug flow,Plug flow,Yes,Yes,,100.0,50.0,,10.0,200.0,100.0,,20.0,0.079138968,35.0,,10.0,40.0,,20.0,3.0,,1.0,,,2925.0,0.91,6.95,25.1,800.0,,,,63.0,CNCD1A,25.32,240.0,16.0,200.0,35.0,3.0,29.16796875,27.59765625,4.61328125,0.5703125,2.79296875,1.71875,1.26953125,14.41015625,1.32421875,1.96484375,0.484375,10.33203125,1.69921875,0.59375,0.08203125,0.0546875,0.25390625,0.046875,0.15234375,0.3203125,0.55078125
CNCD1B,CNCD1,CNCD,Chengdu,2014-07-08,30.584053,104.082106,Chengdu,China,Asia,Cwa,17.77777778,30.0,2.222222222,25.32,,961.0,240.0,16423.0,14219700.0,2004.0,300000.0,300000.0,129600.0,11.5,7.5,16.0,plug flow,Plug flow,Yes,Yes,,100.0,50.0,,10.0,200.0,100.0,,20.0,0.079138968,35.0,,10.0,40.0,,20.0,3.0,,1.0,,,2925.0,1.04,7.46,23.7,742.0,,,,64.0,CNCD1B,25.32,240.0,16.0,200.0,35.0,3.0,31.08984375,31.53515625,3.8984375,0.5,2.21484375,1.3984375,1.05859375,11.4921875,1.78515625,1.69921875,0.71484375,8.4921875,1.9609375,0.59375,0.08984375,0.10546875,0.25390625,0.0625,0.09375,0.4140625,0.546875
